pocos días después.	DURATION	PXD
los últimos meses	DURATION	PXM
años	DURATION	PXY

2000-12-02	DATE	2000-12-02
recién	DATE	PAST_REF

2000-02-02	DATE	2000-02-02
ayer	DATE	2000-02-01
este año	DATE	2000
los próximos tres años	DURATION	P3Y
este año	DATE	2000
los tres siguientes	DURATION	P3Y
octubre	DATE	1999-10

2000-10-16	DATE	2000-10-16
hoy, lunes	DATE	2000-10-16
años	DURATION	PXY
los últimos nueve años	DURATION	P9Y
1990	DATE	1990
1999	DATE	1999
diaria	SET	P1D
1999	DATE	1999
1990	DATE	1990
Actualmente	DATE	PRESENT_REF

2001-12-01	DATE	2001-12-01
hoy	DATE	2001-12-01
Ayer	DATE	2001-11-30
este mes	DATE	2001-12

1999-06-02	DATE	1999-06-02

2001-10-01	DATE	2001-10-01
del día 3	DATE	2001-10-03
al 5	DATE	2001-10-05

2000-01-19	DATE	2000-01-19
65 años	DURATION	P65Y
del 24 de enero	DATE	2000-01-24
del 3 de enero	DATE	2000-01-03
este mes	DATE	2000-01
1991	DATE	1991
hace sólo unas semanas	DURATION	PXW
del pasado día 3	DATE	2000-01-03
diez años	DURATION	P10Y
el 3 de enero	DATE	2000-01-03
un mes	DURATION	P1M
la " Primavera croata " de 1971	DATE	1971-SP
un año	DURATION	P1Y
aquel entonces	DATE	PAST_REF
cuatro	DURATION	P4Y
hoy	DATE	PRESENT_REF
1991	DATE	1991
el período	DURATION	PXY
1992	DATE	1992
1994	DATE	1994
1994	DATE	1994
hace diez años	DATE	1990
el 3 de enero	DATE	2000-01-03

2002-03-01	DATE	2002-03-01
actual	DATE	PRESENT_REF
ayer	DATE	2002-02-28
del 7 de marzo	DATE	2002-03-07
ayer	DATE	2002-02-28
72 años	DURATION	P72Y
actuales	DATE	PRESENT_REF
del 7 de marzo	DATE	2002-03-07
la semana pasada	DATE	2002-W08

2001-02-02	DATE	2001-02-02

2002-05-02	DATE	2002-05-02
el siglo XIX	DATE	18

2000-04-01	DATE	2000-04-01
muchos años	DURATION	PXY
antaño	DATE	PAST_REF
hace meses	DURATION	PXM
cada año	SET	P1Y

2000-01-17	DATE	2000-01-17
próximas	DATE	FUTURE_REF
hoy	DATE	2000-01-17
hoy	DATE	2000-01-17
el periodo que falta	DURATION	PXM

2000-01-02	DATE	2000-01-02

2001-08-01	DATE	2001-08-01
ayer	DATE	2001-07-31

2001-02-02	DATE	2001-02-02
la actualidad	DATE	PRESENT_REF

2000-12-01	DATE	2000-12-01
hoy	DATE	2000-12-01
ahora	DATE	PRESENT_REF
Cuatro meses	DURATION	P4M

2000-04-15	DATE	2000-04-15
hoy	DATE	2000-04-15
recién	DATE	PAST_REF
esta semana	DATE	2000-W15
una década	DURATION	P10Y
los cuatro días	DURATION	P4D
hace más de 100 años	DATE	1900
del pasado	DATE	PAST_REF
el segundo semestre de este año	DATE	2000-H2
unos dos meses	DURATION	P2M
septiembre próximo	DATE	2000-09

2000-03-02	DATE	2000-03-02
un ratito	DURATION	PTXM

1999-12-02	DATE	1999-12-02
estos días	DATE	PRESENT_REF
próximo	DATE	FUTURE_REF
estos días	DATE	PRESENT_REF
más de un año	DURATION	P1Y
ayer	DATE	1999-12-01
El día	DATE	FUTURE_REF
ayer	DATE	1999-12-01
un día después	DURATION	P1D
el 2000	DATE	2000

1999-05-01	DATE	1999-05-01
hoy	DATE	1999-05-01
las 35 horas	DURATION	PT35H
hoy	DATE	1999-05-01
del Primero de Mayo	DATE	1999-05-01
esta mañana	TIME	1999-05-01TMO
un día	DURATION	P1D
las 11 de la mañana	TIME	1999-05-01T11:00
las 11.30 horas	TIME	1999-05-01T11:30
El Primero de Mayo	DATE	1999-05-01
este año	DATE	1999
El Primero de Mayo	DATE	1999-05-01
las 35 horas	DURATION	PT35H
semanales	SET	P1W
1998	DATE	1998
1998	DATE	1998
un año	DATE	1998
ayer	DATE	1999-04-30
este momento	DATE	PRESENT_REF
hace dos años	DATE	1997

1999-12-02	DATE	1999-12-02
ayer	DATE	1999-12-01
al menos dos meses	DURATION	P2M

1999-07-02	DATE	1999-07-02
el primer tercio	DURATION	P33Y
este siglo	DATE	19
actual	DATE	PRESENT_REF
los últimos años	DURATION	PXY
hoy	DATE	PRESENT_REF
hoy por hoy	DATE	PRESENT_REF
hoy por hoy	DATE	PRESENT_REF
los próximos meses	DURATION	PXM

2001-10-01	DATE	2001-10-01
el 2002	DATE	2002

2000-04-17	DATE	2000-04-17
hoy lunes	DATE	2000-04-17
febrero	DATE	2000-02
hoy	DATE	2000-04-17
septiembre de l999	DATE	1999-09
hoy	DATE	2000-04-17
un año	DURATION	P1Y

2001-06-01	DATE	2001-06-01

2002-01-03	DATE	2002-01-03

2000-06-02	DATE	2000-06-02
hoy	DATE	2000-06-02
reciente	DATE	PAST_REF
el siglo XXI	DATE	20
el siglo	DATE	20
hoy	DATE	2000-06-02
futura	DATE	FUTURE_REF
un largo periodo	DURATION	PXY
hoy	DATE	2000-06-02
esta tarde	TIME	2000-06-02TAF
1997	DATE	1997
1986	DATE	1986

1998-12-02	DATE	1998-12-02
ayer	DATE	1998-12-01
varias jornadas	DURATION	PXD
dos días	DURATION	P2D
hace tiempo	DURATION	PXM

2000-10-13	DATE	2000-10-13
el próximo 19 de octubre	DATE	2000-10-19
hoy	DATE	2000-10-13
reciente	DATE	PAST_REF
el pasado 2 de octubre	DATE	2000-10-02
pasada	DATE	PAST_REF
diarios	SET	P1D
15 años	DURATION	P15Y
uno	DURATION	P1Y
anual	SET	P1Y
1980	DATE	1980
diarios	SET	P1D

1999-12-02	DATE	1999-12-02
46 años	DURATION	P46Y
próxima	DATE	FUTURE_REF
el 2001	DATE	2001

2001-09-01	DATE	2001-09-01
del año que viene	DATE	2002
minutos 43	DURATION	PT1M
45	DURATION	PT1M
los cinco últimos años	DURATION	P5Y
este miércoles	DATE	2001-09-05
hoy	DATE	2001-09-01

2002-02-02	DATE	2002-02-02
los últimos años	DURATION	PXY
una tarde navideña	TIME	XXXX-12-25TAF
algún día	DATE	FUTURE_REF
años después	DURATION	PXY

1999-12-02	DATE	1999-12-02
ayer	DATE	1999-12-01

2000-02-01	DATE	2000-02-01
ayer	DATE	2000-01-31
el momento	DATE	PRESENT_REF
ayer	DATE	2000-01-31
10 años	DURATION	P10Y
ayer	DATE	2000-01-31
ayer	DATE	2000-01-31
horas	DURATION	PTXH
mensuales	SET	P1M
40 horas	DURATION	PT40H
mensuales	SET	P1M
las 15	DURATION	PT15H

2002-03-02	DATE	2002-03-02
este año	DATE	2002
un año	DATE	2002

2000-08-17	DATE	2000-08-17
el uno de agosto	DATE	2000-08-01
mañana, viernes	DATE	2000-08-18
la próxima semana	DATE	2000-W34
los primeros días de agosto	DATE	2000-08

1999-07-01	DATE	1999-07-01
el momento	DATE	PRESENT_REF
finales del pasado mes de mayo	DATE	1999-05
otoño	DATE	1999-FA
la actualidad	DATE	PRESENT_REF
del mediodía	TIME	TMI
principios del pasado mes de mayo	DATE	1999-05
entonces	DATE	PAST_REF

1999-06-01	DATE	1999-06-01
hoy	DATE	1999-06-01
el día 13	DATE	1999-06-13
esta noche	TIME	1999-06-01TNI
el día 13	DATE	1999-06-13
diciembre de 1997	DATE	1997-12
cuatro horas	DURATION	PT4H
el pasado viernes	DATE	1999-05-28
pasado	DATE	PAST_REF
todo el rato	DURATION	PTXH
muchos años antes	DURATION	PXY
varios años	DURATION	PXY
14 años	DURATION	P14Y

2000-06-01	DATE	2000-06-01
del 2 de julio próximo	DATE	2000-07-02
los últimos dos meses	DURATION	P2M
el pasado lunes	DATE	2000-05-29
Los últimos dos meses	DURATION	P2M
esta semana	DATE	2000-W22
los últimos días	DURATION	PXD
el pasado lunes	DATE	2000-05-29
El 25 de abril pasado	DATE	2000-04-25
el pasado 26 de mayo	DATE	2000-05-26
un mes	DURATION	P1M
Hace dos semanas	DATE	2000-W20
71 años	DURATION	P71Y
más reciente	DATE	PAST_REF
actual	DATE	PRESENT_REF
seis años	DURATION	P6Y
del 1 de diciembre próximo	DATE	2000-12-01
anoche	TIME	2000-05-31TNI
los 64 años	DURATION	P64Y
hoy, jueves	DATE	2000-06-01
1971	DATE	1971
1989	DATE	1989
35 años	DURATION	P35Y

2001-04-01	DATE	2001-04-01

2000-12-02	DATE	2000-12-02
el 4 de enero	DATE	2001-01-04

1999-05-01	DATE	1999-05-01
el primer trimestre	DATE	1999-Q1
enero	DATE	1998-01
marzo de 1998	DATE	1998-03
marzo	DATE	1999-03
1997	DATE	1997

2000-03-14	DATE	2000-03-14
hoy	DATE	2000-03-14
ahora	DATE	PRESENT_REF
esta mañana	TIME	2000-03-14TMO
los cuatro pasados años	DURATION	P4Y
el 12 de marzo	DATE	2000-03-12

2001-02-02	DATE	2001-02-02
ahora	DATE	PRESENT_REF

2001-07-02	DATE	2001-07-02
marzo de 1959	DATE	1959-03

2000-10-17	DATE	2000-10-17
hoy	DATE	2000-10-17
hoy	DATE	2000-10-17
la segunda jornada	DURATION	P1D
toda la semana	DURATION	P1W
hoy	DATE	2000-10-17
hoy	DATE	2000-10-17
del viernes pasado	DATE	2000-10-13
el momento	DATE	PRESENT_REF
la semana pasada	DATE	2000-W41
hoy	DATE	2000-10-17
la semana próxima	DATE	2000-W43
ahora	DATE	PRESENT_REF
2001	DATE	2001

2001-04-02	DATE	2001-04-02

1999-12-02	DATE	1999-12-02
el 2000	DATE	2000
el año en curso	DATE	1999
el 2000	DATE	2000
ayer	DATE	1999-12-01
el 2001	DATE	2001
ayer	DATE	1999-12-01
del 2000	DATE	2000
un día después	DURATION	P1D
los 100 primeros días	DURATION	P100D
el 2000	DATE	2000
el primer cuatrimestre	DATE	2000-T1
enero	DATE	2000-01
el 2000	DATE	2000
la actualidad	DATE	PRESENT_REF
anual	SET	P1Y
1999	DATE	1999
este año	DATE	1999
tres años	DURATION	P3Y
anuales	SET	P1Y
menos de tres años	DURATION	P3Y
septiembre	DATE	1999-09
dos	DURATION	P2Y
tres años	DURATION	P3Y
el 2000	DATE	2000
uno	DURATION	P1Y
dos años	DURATION	P2Y
el 2001	DATE	2001

2000-12-16	DATE	2000-12-16
hace un año	DATE	1990
hoy	DATE	2000-12-16
noviembre pasado	DATE	2000-11
catorce meses	DURATION	P14M
1997	DATE	1997
esa fecha	DATE	1997
marzo próximo	DATE	2001-03
al año	SET	P1Y
junio	DATE	2000-06

1999-07-02	DATE	1999-07-02

2000-05-31	DATE	2000-05-31
hoy	DATE	2000-05-31
trece horas	DURATION	PT13H
el próximo lunes	DATE	2000-06-05
1 de enero del 2001	DATE	2001-01-01
bimensuales	SET	P2M
18 meses	DURATION	P18M
cinco años	DURATION	P5Y
ocho	DURATION	P8M
doce meses	DURATION	P12M
cuatro meses	DURATION	P4M
hoy	DATE	2000-05-31
hoy	DATE	2000-05-31

2000-02-15	DATE	2000-02-15
hoy	DATE	2000-02-15
hace tiempo	DURATION	PXM
Ahora	DATE	PRESENT_REF
ayer	DATE	2000-02-14
Hoy	DATE	PRESENT_REF
hoy	DATE	2000-02-15
ahora	DATE	PRESENT_REF
hoy	DATE	2000-02-15

2000-11-17	DATE	2000-11-17
el próximo lunes	DATE	2000-11-20
hoy, viernes	DATE	2000-11-17
el próximo lunes	DATE	2000-11-20
El mismo día	DATE	2000-11-20
la tarde	TIME	2000-11-20TAF
la mañana	TIME	2000-11-20TMO
hoy	DATE	2000-11-17
el pasado septiembre	DATE	2000-09
el lunes	DATE	2000-11-20
un año	DURATION	P1Y
los próximos años	DURATION	PXY

2000-02-01	DATE	2000-02-01

2001-10-01	DATE	2001-10-01
seis meses	DURATION	P6M

2000-06-01	DATE	2000-06-01
mayo de 1999	DATE	1999-05
el lunes pasado	DATE	2000-05-29
el 19 de mayo	DATE	2000-05-19
las últimas semanas	DURATION	PXW
hoy jueves	DATE	2000-06-01
hoy	DATE	2000-06-01
un tiempo	DURATION	PXM
este miércoles	DATE	2000-05-31
el miércoles	DATE	2000-05-31
el miércoles	DATE	2000-05-31

2001-08-01	DATE	2001-08-01
del siglo XVIII	DATE	17
recién	DATE	PAST_REF
ayer	DATE	2001-07-31
los últimos meses	DURATION	PXM
un año	DURATION	P1Y

1999-09-02	DATE	1999-09-02
hace ya muchos meses	DURATION	PXM
ahora	DATE	PRESENT_REF
del año	DATE	2000
ahora	DATE	PRESENT_REF
del pasado	DATE	PAST_REF
actual	DATE	PRESENT_REF
la época anterior	DATE	PAST_REF
un tiempo	DURATION	PXY
Ahora	DATE	PRESENT_REF
un momento o en otro	DATE	PAST_REF
un decenio	DURATION	P10Y
este invierno	DATE	2000-WI

1999-04-01	DATE	1999-04-01
un minuto	DURATION	PT1M
hace un par de meses	DATE	1999-02
el primer minuto	DURATION	PT1M
el último minuto	DURATION	PT1M

2000-08-01	DATE	2000-08-01
ahora	DATE	PRESENT_REF

1999-10-01	DATE	1999-10-01
ayer	DATE	1999-09-30
recientemente	DATE	PAST_REF
1987	DATE	1987
1998	DATE	1998
anual	SET	P1Y

2000-11-16	DATE	2000-11-16
hoy	DATE	2000-11-16
hoy	DATE	2000-11-16
1969	DATE	1969
1997	DATE	1997
hace 25 años	DATE	1975
1998	DATE	1998
el último trimestre de 1999	DATE	1999-Q4
hace dos años	DATE	1998
cualquier momento	DATE	FUTURE_REF
el año 2006	DATE	2006

2002-02-02	DATE	2002-02-02
La jornada de ayer	DATE	2002-02-01
víspera	DATE	2002-02-01
la noche	TIME	2002-02-01TNI

1999-02-02	DATE	1999-02-02
18 años	DURATION	P18Y
el mes de septiembre del 2001	DATE	2001-09
La jornada	DATE	1999-XX-XX
los últimos días	DURATION	PXD
las últimas semanas	DURATION	PXW
noche	SET	PTNI
noche	SET	PTNI
ayer	DATE	1999-02-01
el próximo Jueves	DATE	1999-02-04

2000-10-13	DATE	2000-10-13
hoy	DATE	2000-10-13
largo plazo	DATE	FUTURE_REF
próxima	DATE	FUTURE_REF
los días 15	DATE	2001-03-15
16 de marzo del 2001	DATE	2001-03-16

2000-06-14	DATE	2000-06-14
próxima	DATE	FUTURE_REF
un año más	DURATION	P1Y
un año más	DURATION	P1Y
del año que le resta	DURATION	P1Y
pasada	DATE	PAST_REF
un segundo año	DURATION	P1Y
el próximo día 9 de julio	DATE	2000-07-09
26 años	DURATION	P26Y

2000-09-16	DATE	2000-09-16
hoy	DATE	2000-09-16
hoy, sábado	DATE	2000-09-16
2000	DATE	2000
2006	DATE	2006
ese tiempo	DURATION	P6Y
ahora	DATE	PRESENT_REF
actual	DATE	PRESENT_REF
largo plazo	DATE	FUTURE_REF

1999-02-02	DATE	1999-02-02
1996	DATE	1996
2006	DATE	2006
ayer	DATE	1999-02-01
el pasado 29 de enero	DATE	1999-01-29
1996	DATE	1996
1998	DATE	1998
2000	DATE	2000
2002	DATE	2002
2004	DATE	2004
el 2006	DATE	2006
ayer	DATE	1999-02-01
ayer	DATE	1999-02-01
esta noche	TIME	1999-02-02TNI
21.30	TIME	1999-02-02T21:30
ayer	DATE	1999-02-01
ayer	DATE	1999-02-01
un momento	DATE	PRESENT_REF
ahora	DATE	PRESENT_REF
este Jueves	DATE	1999-02-04
38 años	DURATION	P38Y
ahora	DATE	PRESENT_REF
ayer	DATE	1999-02-01
una semana más	DURATION	P1W

1999-01-03	DATE	1999-01-03
recientemente	DATE	PAST_REF
17.35	TIME	1999-01-03T17:35

2001-05-02	DATE	2001-05-02
1997	DATE	1997
los fines de semana	SET	XXXX-WXX-WE

2000-12-15	DATE	2000-12-15
el pasado octubre	DATE	2000-10
hoy	DATE	2000-12-15

2002-04-02	DATE	2002-04-02
ayer	DATE	2002-04-01

2002-05-02	DATE	2002-05-02
anoche	TIME	2002-05-01TNI

2000-06-08	DATE	2000-06-08
el 26 de mayo	DATE	2000-05-26
hoy	DATE	2000-06-08
el 19 de mayo	DATE	2000-05-19
anoche	TIME	2000-06-07TNI
ocho meses	DURATION	P8M
anuales	SET	P1Y

2000-07-02	DATE	2000-07-02
20 meses	DURATION	P20M

2002-09-02	DATE	2002-09-02
un año	DATE	2002
más de 20 años	DURATION	P20Y
hace 38 años	DATE	1964
los 80	DATE	198
un día	DATE	PAST_REF
todo el verano pasado	DATE	2001-SU

2000-02-15	DATE	2000-02-15
del 6	DATE	2000-04-06
al 9 de abril	DATE	2000-04-09
recientemente	DATE	PAST_REF
los últimos cinco minutos	DURATION	PT5M
actual	DATE	PRESENT_REF

2001-02-01	DATE	2001-02-01
ayer	DATE	2001-01-31
futuro	DATE	FUTURE_REF

2001-09-02	DATE	2001-09-02

1999-10-01	DATE	1999-10-01
hoy	DATE	1999-10-01
del 2000	DATE	2000
Mañana	DATE	1999-10-02
ayer	DATE	1999-09-30
mayo del 2000	DATE	2000-05
un día antes	DURATION	P1D
Hoy	DATE	1999-10-01
invierno	DATE	1999-WI
actual	DATE	PRESENT_REF
ayer	DATE	1999-09-30
ahora	DATE	PRESENT_REF
ayer	DATE	1999-09-30
ayer	DATE	1999-09-30
mañana	DATE	1999-10-02
18.45 horas	TIME	1999-10-02T18:45

1999-05-02	DATE	1999-05-02
la madrugada	TIME	TMO
actual	DATE	PRESENT_REF

2002-04-02	DATE	2002-04-02
los 101 años	DURATION	P101Y

2002-04-02	DATE	2002-04-02
1982	DATE	1982
Ahora	DATE	PRESENT_REF

2000-01-03	DATE	2000-01-03
hoy	DATE	2000-01-03
los últimos años	DURATION	PXY
años	DURATION	PXY
al año	SET	P1Y
1998	DATE	1998
1999	DATE	1999
1999	DATE	1999
1998	DATE	1998
el 2000	DATE	2000
1997	DATE	1997
1998	DATE	1998
el año pasado	DATE	1999
junio pasado	DATE	1999-06
septiembre de 1999	DATE	1999-09
ese año	DATE	1999
el pasado viernes	DATE	1999-12-31
los próximos tres meses	DURATION	P3M
los próximos tres meses	DURATION	P3M
1992	DATE	1992
mayo de 1999	DATE	1999-05
Meses antes	DURATION	PXM
1992	DATE	1992
hoy	DATE	PRESENT_REF
hoy	DATE	2000-01-03

2001-02-01	DATE	2001-02-01

2000-03-15	DATE	2000-03-15
hoy, miércoles	DATE	2000-03-15
la actualidad	DATE	PRESENT_REF
hoy	DATE	2000-03-15
varios minutos	DURATION	PTXM
tres	DURATION	P3W
cuatro semanas	DURATION	P4W
tres	DURATION	P3D
cuatro días	DURATION	P4D
1999	DATE	1999
cada día	SET	P1D
este año	DATE	2000
su momento	DATE	PAST_REF
ahora	DATE	PRESENT_REF

2001-05-02	DATE	2001-05-02
reciente	DATE	PAST_REF

1999-12-02	DATE	1999-12-02
ayer	DATE	1999-12-01

2000-06-08	DATE	2000-06-08
1989	DATE	1989
35 años	DURATION	P35Y
Días después	DURATION	PXD
el 10 de noviembre de 1989	DATE	1989-11-10
dos meses más tarde	DURATION	P2M
del 10 de junio de 1990	DATE	1990-06-10
el 14 de diciembre de 1989	DATE	1989-12-14
hacía tiempo	DURATION	PXY
el 6 de julio de 1990	DATE	1990-07-06
hoy	DATE	2000-06-08
el pasado domingo	DATE	2000-06-04
esta tarde	TIME	2000-06-08TAF
hace 150 años	DATE	1850
Hace escasamente un mes	DATE	2000-05-08

1999-10-01	DATE	1999-10-01
45 minutos	DURATION	PT45M
ahora	DATE	PRESENT_REF
los minutos finales	DURATION	PTXM
ahora mismo	DATE	PRESENT_REF

2000-07-01	DATE	2000-07-01
el mínimo tiempo	DURATION	PTXS
hoy	DATE	2000-07-01
un día	DATE	2000-07-01
estos últimos días	DURATION	PXD
ayer	DATE	2000-06-30
el año pasado	DATE	1999
hoy	DATE	2000-07-01
hace un año	DATE	1999
hoy	DATE	2000-07-01
1999	DATE	1999
un año	DURATION	P1Y
1997	DATE	1997
menos de cinco segundos	DURATION	PT5S
1.20 minutos	DURATION	PT1M20S
ayer	DATE	2000-06-30

2000-07-15	DATE	2000-07-15
hoy	DATE	2000-07-15
hoy, sábado	DATE	2000-07-15
cuatro días	DURATION	P4D
esta semana	DATE	2000-W28
dos horas	DURATION	PT2H
este domingo	DATE	2000-07-16
la madrugada de hoy sábado	TIME	2000-07-15TMO
hoy	DATE	2000-07-15
el domingo	DATE	2000-07-16

1999-04-01	DATE	1999-04-01
el 20 de marzo de 1994	DATE	1994-03-20
ahora	DATE	PRESENT_REF

1999-05-01	DATE	1999-05-01
marzo	DATE	1999-03
el pasado mes	DATE	1999-04
diciembre	DATE	1998-12
Febrero	DATE	1999-02
este periodo	DURATION	P3M
ese mismo periodo	DURATION	P3M

2000-06-02	DATE	2000-06-02
